DisputeStage,DisputeStatus,DisputeId,DueDate,DisputeTime,CardScheme,CardType,ReasonCode,ReasonCategory,ReasonMsg,ChargebackTxnAmount,MerchantUserId,TransactionChannel,TransactionTime,ChargebackAmount,ChargebackTxnCurrency,RefundPayType,WinRate,ARN,CardNumberMasked,CardBIN,CardFundingType,IssuerName,IssuerCountry,NetworkReasonCode,ChargebackReceivedDate,ChargebackCaseRef,RepresentmentDeadline,IsSecondPresentment,ProcessorName,AcquirerName,AcquirerMID,PaymentTransactionId,PspReferenceId,AuthorizationCode,PaymentMethod,TransactionAmount,TransactionCurrency,TransactionStatus,SettlementDate,AvsResult,CvvResult,ThreeDSStatus,ThreeDSLiabilityShift,DeviceIp,DeviceType,RefundIssued,RefundAmount,RefundDate,OrderId,OrderDate,ProductName,ProductCategory,Sku,Quantity,UnitPrice,OrderTotalAmount,OrderCurrency,OrderStatus,DeliveryStatus,ShippingCarrier,TrackingNumber,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,ProofOfDelivery,DeliverySignedBy,DeliveryAddressLine1,DeliveryCity,DeliveryState,DeliveryPostalCode,DeliveryCountry,BillingShippingMatch,UserId,UserFullName,UserEmail,UserPhone,AccountCreatedDate,KycVerified,AccountStatus,TotalOrdersLifetime,TotalSpendLifetime,AvgOrderValue,LastOrderId,LastOrderDate,PreviousChargebackCount,PreviousChargebacksWon,DisputeRatePct,CustomerRiskTier
CB,NEED_RESPONSE,610934827540,2026-12-19 00:00:00,2026-11-19 07:58:19,Mastercard,Debit,4841,Consumer Dispute,Canceled Recurring or Digital Goods Transactions,573.03,7665434528917652551,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-08-25T14:12:17Z,354.72,NGN,OriginalRefund,0.0062,51914402275750832022855,556921XXXXXX8737,556921,Debit,Klarna Bank AB,GB,4841,2026-11-19,CBK-2026-200162,2026-12-19 00:00:00,No,PayU,PayU Payments Pvt Ltd,MID121414705,TXN-20260825-89940416,BRT314565770158,285318,BNPL,573.03,NGN,Captured,2026-08-26,N - No Match,M - Match,Y - Authenticated,Yes,122.38.21.15,Desktop Web,Yes,573.03,2026-11-23,ORD-202608-100762,2026-08-25 13:27:14,Standing Desk Converter,Furniture,FUR-8915-BLU,3,191.01,573.03,NGN,Completed,Delivered,J&T Express,BD1267352094,2026-08-27,2026-09-03,2026-09-02,Yes - Photo,N/A,Jl. Asia Afrika No. 8,Bandung,West Java,40111,ID,Yes,7665434528917652551,Rahul Adeyemi,rahul.adeyemi@mail.com,62775710459,2024-06-20,Yes,Under Review,49,5396.07,110.12,ORD-202603-564303,2026-03-26,1,1,2.04,Medium
PRE_ARB,NEED_RESPONSE,382061573974,2026-12-20 00:00:00,2026-11-20 22:05:46,Mastercard,Prepaid,4860,Consumer Dispute,Credit Not Processed,420.56,7665434528917652552,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-11-04T19:54:49Z,420.56,USD,<UNSET>,0.0022,46066529852677414597214,516075XXXXXX7260,516075,Prepaid,Bank Central Asia,US,4860,2026-11-20,CBK-2026-200163,2026-12-20 00:00:00,No,Cybersource,Chase Paymentech,MID156663250,TXN-20261104-83013468,CKO550218140578,440396,Card - Ecom,420.56,USD,Captured,2026-11-06,Z - Zip Only,M - Match,N - Not Authenticated,No,135.254.169.155,Mobile Web,Yes,420.56,2026-11-26,ORD-202611-100763,2026-11-04 19:40:55,Ergonomic Office Chair,Furniture,FUR-6935-WHT,2,210.28,420.56,USD,Completed,Delivered,J&T Express,FX1448062438,2026-11-04,2026-11-12,2026-11-12,Yes - Signature,Daniel Johnson,742 Evergreen Terrace,Springfield,IL,62704,US,No,7665434528917652552,Olivia Miller,olivia.miller@mail.com,1708690260,2026-02-08,No,Suspended,40,9863.9,246.6,ORD-202608-795840,2026-08-03,0,0,0,Low
CB,NEED_RESPONSE,mayhu482kzpxv37b,2026-12-21 00:00:00,2026-11-21 09:41:37,Amex,Prepaid,C04,Consumer Dispute,Goods/Services Returned or Refused,81.7,7665434528917652553,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-08-23T17:23:46Z,81.7,USD,RefundToCredit,0.0011,7942225548998907042934,379519XXXXX2796,379519,Prepaid,Bank Mandiri,SG,C04,2026-11-21,CBK-2026-200164,2026-12-21 00:00:00,No,Worldpay,Worldpay Inc.,MID469991356,TXN-20260823-93804057,STR047977201680,222299,Card - Ecom,81.7,USD,Settled,2026-08-25,Z - Zip Only,M - Match,Y - Authenticated,Yes,151.184.151.14,Mobile Web,No,0,,ORD-202608-100764,2026-08-23 17:13:29,Cotton Casual Shirt,Apparel,APP-7253-WHT,2,40.85,81.7,USD,Completed,Delivered,J&T Express,UP9437864746,2026-08-26,2026-08-30,2026-08-30,Yes - Signature,Michael Adeyemi,"12 Awolowo Road, Ikoyi",Lagos,Lagos,101233,NG,Yes,7665434528917652553,Amara Garcia,amara.garcia@gmail.com,234895001414,2023-10-24,Yes,Suspended,45,2413.94,53.64,ORD-202605-623287,2026-05-23,0,0,0,Low
PRE_ARB,NEED_RESPONSE,4001928387,2026-12-22 00:00:00,2026-11-22 20:46:22,VISA,Debit,10.3,Fraud,Other Fraud - Card Present Environment,201.86,7665434528917652554,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-08-30T01:42:59Z,201.86,USD,"RefundToCredit, OriginalRefund",0.0063,28654681834269844695651,453039XXXXXX7356,453039,Debit,Barclays,SG,10.3,2026-11-22,CBK-2026-200165,2026-12-22 00:00:00,No,Stripe,Wells Fargo Bank N.A.,MID576127982,TXN-20260830-17812411,WLP962457473928,573504,Card - Ecom,201.86,USD,Captured,2026-09-02,Z - Zip Only,N - No Match,Y - Authenticated,Yes,182.132.137.117,Mobile Web,No,0,,ORD-202608-100765,2026-08-30 00:47:56,Electric Toothbrush,Beauty,BTY-9683-NVY,2,100.93,201.86,USD,Completed,Delivered,J&T Express,DH6349639722,2026-08-31,2026-09-04,2026-09-04,Yes - Signature,Wei Nwosu,"1600 Amphitheatre Pkwy, Unit 3",Mountain View,CA,94043,US,Yes,7665434528917652554,Tunde Kumar,tunde.kumar@outlook.com,1590526500,2025-11-04,No,Under Review,11,3276.67,297.88,ORD-202606-697153,2026-06-08,1,0,9.09,Medium
CB,NEED_RESPONSE,610934827541,2026-12-23 00:00:00,2026-11-23 20:46:25,Amex,Prepaid,C04,Consumer Dispute,Goods/Services Returned or Refused,80.33,7665434528917652555,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-08-12T14:43:49Z,80.33,NGN,"OriginalRefund, RefundToCredit, RefundToAnotherPlatformAccount",0.0073,799220221763039741384,371364XXXXX2035,371364,Prepaid,Klarna Bank AB,ID,C04,2026-11-23,CBK-2026-200166,2026-12-23 00:00:00,Yes,PayU,PayU Payments Pvt Ltd,MID468019363,TXN-20260812-81540353,BRT554401816818,531097,BNPL,80.33,NGN,Captured,2026-08-14,Z - Zip Only,M - Match,Y - Authenticated,Yes,173.3.137.172,Android App,Yes,80.33,2026-11-25,ORD-202608-100766,2026-08-12 13:33:54,Leather Sneakers,Footwear,FTW-9326-GRY,1,80.33,80.33,NGN,Completed,Delivered,DPD,BD6724730675,2026-08-13,2026-08-22,2026-08-22,Yes - OTP Confirmed,N/A,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652555,Kavya Miller,kavya.miller@gmail.com,234724759212,2023-09-05,Yes,Under Review,56,5359.46,95.7,ORD-202604-572229,2026-04-23,3,3,5.36,High
PRE_ARB,NEED_RESPONSE,881620934830,2026-12-24 00:00:00,2026-11-24 20:46:28,Mastercard,Debit,4860,Consumer Dispute,Credit Not Processed,295.84,7665434528917652556,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-08-19T13:48:43Z,126.18,IDR,OriginalRefund,0.0085,22434691931975396927333,599894XXXXXX8358,599894,Debit,Klarna Bank AB,NG,4860,2026-11-24,CBK-2026-200167,2026-12-24 00:00:00,Yes,Adyen,Adyen N.V.,MID728036623,TXN-20260819-40874988,CKO363292972823,755005,BNPL,295.84,IDR,Captured,2026-08-21,N - No Match,P - Not Processed,Y - Authenticated,Yes,95.4.182.55,iOS App,Yes,295.84,2026-11-29,ORD-202608-100767,2026-08-19 12:55:57,Adjustable Dumbbell Set,Sports,SPT-4802-BLK,1,295.84,295.84,IDR,Completed,Delivered,UPS,UP9185117467,2026-08-20,2026-08-22,2026-08-22,Yes - Signature,Michael Nwosu,"1600 Amphitheatre Pkwy, Unit 3",Mountain View,CA,94043,US,Yes,7665434528917652556,Emily Sharma,emily.sharma@outlook.com,1657762936,2024-01-17,Yes,Suspended,28,6138.95,219.25,ORD-202607-655120,2026-07-30,1,0,3.57,Medium
PRE_ARB,NEED_RESPONSE,881620934831,2026-12-25 00:00:00,2026-11-25 11:12:04,Discover,Credit,NA,Authorization,No Authorization,459.69,7665434528917652557,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-08-18T04:09:01Z,332.87,IDR,<UNSET>,0.0124,11363120017523957364432,601168XXXXXX2120,601168,Credit,Klarna Bank AB,NG,NA,2026-11-25,CBK-2026-200168,2026-12-25 00:00:00,No,Adyen,Adyen N.V.,MID048224738,TXN-20260818-08824188,BRT503609892351,429770,BNPL,459.69,IDR,Captured,2026-08-21,A - Address Only,M - Match,N - Not Authenticated,No,109.183.184.56,Mobile Web,Yes,459.69,2026-11-28,ORD-202608-100768,2026-08-18 03:27:04,Leather Sneakers,Footwear,FTW-6742-RED,3,153.23,459.69,IDR,Completed,Delivered,FedEx,UP4720551323,2026-08-20,2026-08-28,2026-08-28,Yes - Signature,Olivia Chen,"34 Orchard Road, #08-12",Singapore,Central,238867,SG,Yes,7665434528917652557,Arjun Johnson,arjun.johnson@mail.com,65340926890,2022-08-27,Yes,Under Review,54,7487.07,138.65,ORD-202603-688526,2026-03-02,3,2,5.56,High
CB,NEED_RESPONSE,382061573975,2026-12-26 00:00:00,2026-11-26 16:33:51,Mastercard,Prepaid,4855,Consumer Dispute,Goods or Services Not Provided,113.14,7665434528917652558,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-11-06T22:08:22Z,113.14,IDR,"OriginalRefund, RefundToCredit",0.0019,148694225254192984038,555934XXXXXX9719,555934,Prepaid,Bank Mandiri,NG,4855,2026-11-26,CBK-2026-200169,2026-12-26 00:00:00,Yes,Cybersource,Chase Paymentech,MID281829596,TXN-20261106-49212140,CKO397856214046,380169,Card - Recurring,113.14,IDR,Captured,2026-11-07,Z - Zip Only,N - No Match,A - Attempted,No,94.95.198.219,iOS App,No,0,,ORD-202611-100769,2026-11-06 21:03:58,Cotton Casual Shirt,Apparel,APP-2444-GRN,2,56.57,113.14,IDR,Completed,Delivered,UPS,DH3841423261,2026-11-09,2026-11-10,2026-11-10,Yes - OTP Confirmed,N/A,"55 Water Street, Floor 9",New York,NY,10041,US,Yes,7665434528917652558,Michael Ibrahim,michael.ibrahim@mail.com,1734183894,2025-10-25,Yes,Active,35,5396.91,154.2,ORD-202604-673556,2026-04-06,0,0,0,Low
CB,NEED_RESPONSE,jrw9iyt664xplpva,2026-12-27 00:00:00,2026-11-27 07:58:19,Discover,Credit,RG,Consumer Dispute,"Non-Receipt of Goods, Services, or Cash",135.41,7665434528917652559,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-10-18T01:44:29Z,43.14,NGN,<UNSET>,0.0027,57066827928831072997463,601164XXXXXX9213,601164,Credit,Bank Central Asia,US,RG,2026-11-27,CBK-2026-200170,2026-12-27 00:00:00,No,Worldpay,Worldpay Inc.,MID735349447,TXN-20261018-02232917,WLP866290479560,096738,Card - Wallet Token,135.41,NGN,Captured,2026-10-21,Z - Zip Only,M - Match,Y - Authenticated,Yes,97.203.253.120,iOS App,Yes,135.41,2026-11-29,ORD-202610-100770,2026-10-18 00:55:37,Mechanical Keyboard,Electronics,ELC-7905-BLU,1,135.41,135.41,NGN,Completed,Delivered,Aramex,FX0421154277,2026-10-20,2026-10-27,2026-10-27,Yes - OTP Confirmed,N/A,"55 Water Street, Floor 9",New York,NY,10041,US,Yes,7665434528917652559,Olivia Putri,olivia.putri@mail.com,1430074796,2025-02-02,Yes,Suspended,16,3726.71,232.92,ORD-202608-784467,2026-08-04,0,0,0,Low
PRE_ARB,NEED_RESPONSE,382061573976,2026-12-28 00:00:00,2026-11-28 22:05:46,Amex,Credit,P03,Processing Error,Credit Processed as Charge,550.8,7665434528917652560,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-10-27T18:29:47Z,378.65,NGN,RefundToCredit,0.0085,71942059003748306704665,372066XXXXX8931,372066,Credit,Citibank,NG,P03,2026-11-28,CBK-2026-200171,2026-12-28 00:00:00,Yes,Cybersource,Chase Paymentech,MID846095974,TXN-20261027-60886018,ADY835916680006,483189,Card - Wallet Token,550.8,NGN,Settled,2026-10-30,A - Address Only,N - No Match,Y - Authenticated,Yes,162.161.168.50,Android App,Yes,550.8,2026-12-06,ORD-202610-100771,2026-10-27 18:09:41,Adjustable Dumbbell Set,Sports,SPT-8648-NVY,2,275.4,550.8,NGN,Completed,Delivered,Aramex,FX5983108553,2026-10-27,2026-11-05,2026-11-06,Yes - Photo,N/A,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652560,Emily Santoso,emily.santoso@gmail.com,234311238980,2026-08-14,No,Suspended,31,8303.85,267.87,ORD-202608-540595,2026-08-15,1,0,3.23,Medium
CB,NEED_RESPONSE,610934827542,2026-12-29 00:00:00,2026-11-29 09:41:37,Amex,Credit,C04,Consumer Dispute,Goods/Services Returned or Refused,50.11,7665434528917652561,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-09-28T18:49:02Z,50.11,NGN,"RefundToCredit, OriginalRefund",0.0023,415557679962943425288,349123XXXXX4197,349123,Credit,DBS Bank,SG,C04,2026-11-29,CBK-2026-200172,2026-12-29 00:00:00,No,PayU,PayU Payments Pvt Ltd,MID811461838,TXN-20260928-31055573,ADY709990923094,629961,Card - Ecom,50.11,NGN,Captured,2026-10-01,N - No Match,P - Not Processed,Y - Authenticated,Yes,180.150.29.185,Android App,No,0,,ORD-202609-100772,2026-09-28 18:20:55,Vitamin C Serum,Beauty,BTY-4707-GRY,1,50.11,50.11,NGN,Completed,Delivered,GIG Logistics,DH0925656931,2026-09-30,2026-10-03,2026-10-02,Yes - Signature,Michael Brown,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652561,Kavya Putri,kavya.putri@gmail.com,234299554766,2025-08-26,No,Active,33,2046.37,62.01,ORD-202608-601306,2026-08-31,0,0,0,Low
CB,NEED_RESPONSE,610934827543,2026-12-30 00:00:00,2026-11-30 20:46:22,Discover,Credit,RM,Consumer Dispute,Cardholder Disputes Quality of Goods or Services,208.54,7665434528917652562,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-08-31T21:39:00Z,208.54,USD,RefundToCredit,0.0036,1137513659578017633871,601168XXXXXX9650,601168,Credit,Klarna Bank AB,NG,RM,2026-11-30,CBK-2026-200173,2026-12-30 00:00:00,No,PayU,PayU Payments Pvt Ltd,MID395867835,TXN-20260831-55263175,BRT789647152524,545753,BNPL,208.54,USD,Captured,2026-09-03,A - Address Only,P - Not Processed,A - Attempted,No,107.143.222.167,Desktop Web,Yes,208.54,2026-12-03,ORD-202608-100773,2026-08-31 20:23:18,Air Fryer 5L,Home & Kitchen,HNK-5970-GRN,2,104.27,208.54,USD,Completed,Delivered,UPS,DH4161538197,2026-09-01,2026-09-04,2026-09-04,Yes - OTP Confirmed,N/A,"55 Water Street, Floor 9",New York,NY,10041,US,Yes,7665434528917652562,Olivia Sharma,olivia.sharma@gmail.com,1372547787,2026-06-29,Yes,Active,19,5108.29,268.86,ORD-202608-580724,2026-08-27,0,0,0,Low
PRE_ARB,NEED_RESPONSE,382061573977,2026-12-31 00:00:00,2026-12-01 20:46:25,Amex,Debit,A02,Authorization,No Valid Authorization,142.2,7665434528917652563,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-08-14T03:25:27Z,142.2,USD,"RefundToCredit, OriginalRefund",0.0042,2453712554447737955013,371926XXXXX6311,371926,Debit,Bank Mandiri,ID,A02,2026-12-01,CBK-2026-200174,2026-12-31 00:00:00,No,Cybersource,Chase Paymentech,MID256422943,TXN-20260814-33105067,CKO242560868810,436817,Card - Ecom,142.2,USD,Captured,2026-08-17,Z - Zip Only,M - Match,A - Attempted,No,139.216.211.48,Mobile Web,Yes,142.2,2026-12-07,ORD-202608-100774,2026-08-14 03:15:32,Annual Streaming Subscription,Digital Goods,DIG-2696-BLU,1,142.2,142.2,USD,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-08-14,2026-08-14,2026-08-14,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),ID,N/A,7665434528917652563,Priya Adeyemi,priya.adeyemi@yahoo.com,62672013915,2024-01-28,Yes,Suspended,26,3243.03,124.73,ORD-202601-726148,2026-01-03,3,3,11.54,High
CB,NEED_RESPONSE,610934827544,2027-01-01 00:00:00,2026-12-02 20:46:28,Amex,Credit,A02,Authorization,No Valid Authorization,153.62,7665434528917652564,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-10-29T07:25:59Z,153.62,USD,"OriginalRefund, RefundToCredit",0.0049,0671679482941628212060,346887XXXXX3297,346887,Credit,Citibank,NG,A02,2026-12-02,CBK-2026-200175,2027-01-01 00:00:00,No,PayU,PayU Payments Pvt Ltd,MID557198457,TXN-20261029-50063554,ADY372028084104,524047,Card - Recurring,153.62,USD,Captured,2026-10-31,Y - Full Match,P - Not Processed,Y - Authenticated,Yes,71.176.153.233,Android App,Yes,153.62,2026-12-05,ORD-202610-100775,2026-10-29 06:41:37,Premium Software Licence (1 yr),Digital Goods,DIG-1421-RED,2,76.81,153.62,USD,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-10-29,2026-10-29,2026-10-29,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),ID,N/A,7665434528917652564,James Sharma,james.sharma@mail.com,62332651451,2024-03-18,Yes,Active,35,7363.41,210.38,ORD-202608-651854,2026-08-05,1,0,2.86,Medium
CB,NEED_RESPONSE,4001928388,2027-01-02 00:00:00,2026-12-03 11:12:04,Amex,Debit,F29,Fraud,Card Not Present,114.91,7665434528917652565,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-10-14T11:36:19Z,114.91,USD,RefundToCredit,0.0108,233134418076028485215,347254XXXXX9520,347254,Debit,Access Bank,US,F29,2026-12-03,CBK-2026-200176,2027-01-02 00:00:00,No,Stripe,Wells Fargo Bank N.A.,MID009438106,TXN-20261014-26410473,STR520003609170,758332,Card - Ecom,114.91,USD,Captured,2026-10-15,N - No Match,P - Not Processed,Y - Authenticated,Yes,92.107.59.191,Desktop Web,No,0,,ORD-202610-100776,2026-10-14 10:08:30,Winter Jacket,Apparel,APP-9356-GRY,1,114.91,114.91,USD,Completed,Delivered,DHL Express,FX7627547554,2026-10-15,2026-10-17,2026-10-17,Yes - Signature,Sofia Ibrahim,"12 Awolowo Road, Ikoyi",Lagos,Lagos,101233,NG,Yes,7665434528917652565,James Putri,james.putri@gmail.com,234093415010,2025-01-15,No,Active,40,10094.77,252.37,ORD-202604-748660,2026-04-10,0,0,0,Low
PRE_ARB,NEED_RESPONSE,c1emhoqygc30z7bl,2027-01-03 00:00:00,2026-12-04 16:33:51,VISA,Credit,10.3,Fraud,Other Fraud - Card Present Environment,172.02,7665434528917652566,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-11-13T13:16:31Z,172.02,NGN,"OriginalRefund, RefundToCredit",0.012,4496177369587543008355,490863XXXXXX8636,490863,Credit,Citibank,ID,10.3,2026-12-04,CBK-2026-200177,2027-01-03 00:00:00,No,Nuvei,Nuvei Corporation,MID385689082,TXN-20261113-34266952,WLP923260931951,335540,Card - Recurring,172.02,NGN,Settled,2026-11-16,Z - Zip Only,M - Match,A - Attempted,No,26.14.212.138,Mobile Web,Yes,172.02,2026-12-11,ORD-202611-100777,2026-11-13 11:47:15,Cotton Casual Shirt,Apparel,APP-6968-NVY,3,57.34,172.02,NGN,Completed,Delivered,UPS,UP8332036611,2026-11-16,2026-11-23,2026-11-23,Yes - OTP Confirmed,N/A,"55 Water Street, Floor 9",New York,NY,10041,US,No,7665434528917652566,Rahul Lestari,rahul.lestari@gmail.com,1366169360,2026-06-16,No,Active,26,1948.11,74.93,ORD-202608-730685,2026-08-26,0,0,0,Low
CB,NEED_RESPONSE,dsp_oj39kl2o44fgjanj,2027-01-04 00:00:00,2026-12-05 07:58:19,Amex,Prepaid,P03,Processing Error,Credit Processed as Charge,521.25,7665434528917652567,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-09-03T12:48:24Z,521.25,IDR,OriginalRefund,0.009,513239613135021172040,342260XXXXX7406,342260,Prepaid,Chase Bank,SG,P03,2026-12-05,CBK-2026-200178,2027-01-04 00:00:00,No,Checkout.com,Checkout Ltd,MID432490856,TXN-20260903-68290878,STR058853998848,344408,Card - Ecom,521.25,IDR,Captured,2026-09-05,Z - Zip Only,P - Not Processed,Y - Authenticated,Yes,44.93.151.129,Android App,Yes,521.25,2026-12-07,ORD-202609-100778,2026-09-03 12:24:26,Ergonomic Office Chair,Furniture,FUR-9300-BLK,3,173.75,521.25,IDR,Completed,Delivered,FedEx,DH6560757806,2026-09-03,2026-09-10,2026-09-10,Yes - OTP Confirmed,N/A,"55 Water Street, Floor 9",New York,NY,10041,US,No,7665434528917652567,Budi Putri,budi.putri@mail.com,1497475220,2024-07-26,Yes,Active,32,4162.49,130.08,ORD-202602-748539,2026-02-19,3,3,9.38,High
CB,NEED_RESPONSE,4001928389,2027-01-05 00:00:00,2026-12-06 22:05:46,Mastercard,Debit,4837,Fraud,No Cardholder Authorization,346.89,7665434528917652568,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-09-18T02:45:33Z,346.89,NGN,<UNSET>,0.0042,063212598857971380138,506750XXXXXX4567,506750,Debit,Citibank,US,4837,2026-12-06,CBK-2026-200179,2027-01-05 00:00:00,No,Stripe,Wells Fargo Bank N.A.,MID578151517,TXN-20260918-06731721,BRT822718179476,655190,Card - Ecom,346.89,NGN,Captured,2026-09-19,Z - Zip Only,M - Match,A - Attempted,No,95.168.141.174,Desktop Web,Yes,346.89,2026-12-07,ORD-202609-100779,2026-09-18 01:28:04,4K Action Camera,Electronics,ELC-4007-GRN,3,115.63,346.89,NGN,Completed,Delivered,J&T Express,BD2007507790,2026-09-21,2026-09-22,2026-09-24,Yes - Signature,Priya Putri,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652568,Meera Chen,meera.chen@mail.com,234032702255,2025-02-14,No,Suspended,58,3303,56.95,ORD-202606-503171,2026-06-29,1,1,1.72,Medium
PRE_ARB,NEED_RESPONSE,dsp_0adpe1rhzzkrvgex,2027-01-06 00:00:00,2026-12-07 09:41:37,Amex,Debit,C04,Consumer Dispute,Goods/Services Returned or Refused,48.02,7665434528917652569,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-08-19T08:58:42Z,48.02,IDR,OriginalRefund,0.0003,9452963882455808115329,348692XXXXX2236,348692,Debit,Chase Bank,ID,C04,2026-12-07,CBK-2026-200180,2027-01-06 00:00:00,Yes,Checkout.com,Checkout Ltd,MID342882971,TXN-20260819-79455885,WLP556015823709,132798,Card - Wallet Token,48.02,IDR,Captured,2026-08-21,Y - Full Match,M - Match,Y - Authenticated,Yes,9.178.238.43,Mobile Web,No,0,,ORD-202608-100780,2026-08-19 08:09:56,Electric Toothbrush,Beauty,BTY-5303-WHT,2,24.01,48.02,IDR,Completed,Delivered,Aramex,BD1850396720,2026-08-20,2026-08-22,2026-08-21,Yes - Signature,Michael Chen,"7 Aminu Kano Crescent, Wuse II",Abuja,FCT,900288,NG,Yes,7665434528917652569,Emily Garcia,emily.garcia@yahoo.com,234190119644,2022-07-31,No,Under Review,45,7919.96,176,ORD-202601-734985,2026-01-24,1,1,2.22,Medium
CB,NEED_RESPONSE,4001928390,2027-01-07 00:00:00,2026-12-08 20:46:22,Amex,Credit,A02,Authorization,No Valid Authorization,190.54,7665434528917652570,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-10-30T08:54:06Z,62.86,IDR,OriginalRefund,0.0042,3560559109207167271195,343318XXXXX6062,343318,Credit,Klarna Bank AB,ID,A02,2026-12-08,CBK-2026-200181,2027-01-07 00:00:00,No,Stripe,Wells Fargo Bank N.A.,MID095125292,TXN-20261030-34919997,CKO052508951553,369948,BNPL,190.54,IDR,Captured,2026-11-02,Z - Zip Only,P - Not Processed,Y - Authenticated,Yes,125.51.247.18,Android App,Yes,190.54,2026-12-13,ORD-202610-100781,2026-10-30 08:40:05,Annual Streaming Subscription,Digital Goods,DIG-9742-GRN,2,95.27,190.54,IDR,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-10-30,2026-10-30,2026-10-30,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),ID,N/A,7665434528917652570,Nadia Tan,nadia.tan@mail.com,62408067853,2024-06-04,Yes,Suspended,27,3051.08,113,ORD-202609-531140,2026-09-10,2,1,7.41,High
CLAIM,NEED_RESPONSE,2p0vjaptdu74c27j,2027-01-08 00:00:00,2026-12-09 20:46:25,VISA,Prepaid,10.4,Fraud,Other Fraud - Card Absent Environment,30.45,7665434528917652571,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-11-21T20:04:54Z,30.45,USD,RefundToCredit,0.0003,37299218728416630611835,452998XXXXXX2152,452998,Prepaid,Barclays,ID,10.4,2026-12-09,CBK-2026-200182,2027-01-08 00:00:00,No,Worldpay,Worldpay Inc.,MID991631676,TXN-20261121-10848186,ADY894488778313,420036,Card - Ecom,30.45,USD,Captured,2026-11-23,Y - Full Match,M - Match,N - Not Authenticated,No,108.47.226.195,Mobile Web,Yes,30.45,2026-12-17,ORD-202611-100782,2026-11-21 19:00:30,Yoga Mat Pro,Sports,SPT-7187-WHT,1,30.45,30.45,USD,Completed,Delivered,Blue Dart,UP3704458589,2026-11-23,2026-11-30,2026-11-29,Yes - OTP Confirmed,N/A,"55 Water Street, Floor 9",New York,NY,10041,US,Yes,7665434528917652571,Adaeze Putri,adaeze.putri@mail.com,1770692788,2023-05-12,Yes,Active,57,6136.48,107.66,ORD-202605-770880,2026-05-11,0,0,0,Low
PRE_ARB,NEED_RESPONSE,6mg2y3kj58glt4x2,2027-01-09 00:00:00,2026-12-10 20:46:28,Amex,Debit,F29,Fraud,Card Not Present,219.14,7665434528917652572,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-10-16T03:07:44Z,219.14,NGN,OriginalRefund,0.0068,50758739889051903157004,349222XXXXX7607,349222,Debit,Klarna Bank AB,ID,F29,2026-12-10,CBK-2026-200183,2027-01-09 00:00:00,No,Worldpay,Worldpay Inc.,MID964796074,TXN-20261016-39469334,WLP018837757896,878618,BNPL,219.14,NGN,Settled,2026-10-18,N - No Match,M - Match,A - Attempted,No,193.166.149.223,iOS App,Yes,219.14,2026-12-12,ORD-202610-100783,2026-10-16 01:38:24,Winter Jacket,Apparel,APP-9023-GRN,2,109.57,219.14,NGN,Completed,Delivered,Aramex,DH0095587335,2026-10-19,2026-10-26,2026-10-26,Yes - Signature,Olivia Nakamura,"7 Aminu Kano Crescent, Wuse II",Abuja,FCT,900288,NG,Yes,7665434528917652572,Olivia Tan,olivia.tan@yahoo.com,234756443761,2023-03-28,No,Active,8,894.47,111.81,ORD-202604-727753,2026-04-17,3,1,37.5,High
